geo,nace_r2,year,activity,country
EU27_2020,C3250,2023,Manufacture of medical and dental instruments and supplies,European Union - 27 countries (from 2020)
EU27_2020,C3314,2021,Repair of electrical equipment,European Union - 27 countries (from 2020)
EU27_2020,C3314,2023,Repair of electrical equipment,European Union - 27 countries (from 2020)
EU27_2020,D3511,2022,Production of electricity,European Union - 27 countries (from 2020)
EU27_2020,D3511,2023,Production of electricity,European Union - 27 countries (from 2020)
EU27_2020,D3514,2022,Trade of electricity,European Union - 27 countries (from 2020)
EU27_2020,D3521,2022,Manufacture of gas,European Union - 27 countries (from 2020)
EU27_2020,E3600,2021,"Water collection, treatment and supply",European Union - 27 countries (from 2020)
EU27_2020,F4213,2023,Construction of bridges and tunnels,European Union - 27 countries (from 2020)
EU27_2020,F4222,2022,Construction of utility projects for electricity and telecommunications,European Union - 27 countries (from 2020)
EU27_2020,F4222,2023,Construction of utility projects for electricity and telecommunications,European Union - 27 countries (from 2020)
EU27_2020,F4299,2022,Construction of other civil engineering projects n.e.c.,European Union - 27 countries (from 2020)
EU27_2020,F4321,2023,Electrical installation,European Union - 27 countries (from 2020)
EU27_2020,F4332,2022,Joinery installation,European Union - 27 countries (from 2020)
EU27_2020,F4334,2023,Painting and glazing,European Union - 27 countries (from 2020)
EU27_2020,G4532,2022,Retail trade of motor vehicle parts and accessories,European Union - 27 countries (from 2020)
EU27_2020,G4611,2021,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",European Union - 27 countries (from 2020)
EU27_2020,G4612,2023,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",European Union - 27 countries (from 2020)
EU27_2020,G4614,2023,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",European Union - 27 countries (from 2020)
EU27_2020,G4615,2023,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",European Union - 27 countries (from 2020)
EU27_2020,G4619,2022,Agents involved in the sale of a variety of goods,European Union - 27 countries (from 2020)
